classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::eclipse::mylyn::tasks::core::AbstractDuplicateDetector ,15,6,5,2,1,15,2,0,1,2,0,6,9,2,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::PersonAttributeEditor ,15,15,5,6,3,3,1,5,0,0,0,3,37,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::PlanningPageFactory ,15,7,5,2,2,10,0,2,0,0,4,5,17,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::model::TracVersion ,15,5,5,4,2,10,4,0,0,3,0,5,22,3,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::actions::ViewFavoriteAction ,16,8,3,4,2,1,2,3,0,1,0,2,2,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::GzipGetMethod ,16,6,4,1,1,3,1,0,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssReader ,16,12,2,8,1,1,1,7,0,2,0,2,9,2,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::AttributeValueConverter ,16,12,5,4,1,10,0,4,0,2,0,5,9,2,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::dev::properties::AbstractTaskCategoryPropertySource ,16,10,4,4,2,3,1,3,0,0,8,3,22,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::reports::collectors::FocusedUiUsageDetector ,16,10,6,4,1,1,1,3,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::GzipPostMethod ,16,6,4,1,1,3,1,0,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::team::ui::AbstractCommitTemplateVariable ,16,6,6,2,1,10,2,0,19,2,0,5,9,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::context::core::AbstractContextListener ,16,8,8,1,1,28,1,0,17,0,0,8,9,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::wizards::ContextAttachWizard ,16,13,3,7,1,3,2,5,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::ValidationProblemAnnotation ,16,10,5,3,1,3,1,2,0,3,0,3,0,1,1,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::mediawiki::core::validation::CommentValidationRule ,16,11,5,6,2,1,1,5,0,1,0,2,11,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::monitor::ui::AbstractUserActivityMonitor ,16,6,4,2,1,15,2,0,1,1,0,6,9,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::model::TracTicketAttribute ,16,5,5,2,1,10,2,0,5,3,0,5,18,3,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaEditingMonitor ,16,4,6,0,2,1,0,0,0,0,1,2,17,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::actions::OpenQuickContextPopupDialogAction ,16,7,4,1,1,6,0,1,0,1,0,4,9,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::GroupedPresentation ,16,6,4,1,2,6,0,1,0,1,0,4,19,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ParameterizedBlock ,16,7,4,4,3,1,3,1,3,0,4,2,43,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::zest::core::widgets::internal::LoopAnchor ,16,7,3,4,1,1,1,3,0,0,0,2,31,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::filter::SingleIssueCollector ,16,7,6,1,1,21,1,0,0,1,1,7,14,1,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::commands::NewSubTaskHandler ,17,9,4,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::wizards::ContextRetrieveWizard ,17,13,3,7,1,3,2,5,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::ui::WorkbenchUserActivityMonitor ,17,8,5,1,2,3,1,1,0,2,0,3,15,2,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::util::css::DescendantSelector ,17,6,5,4,2,3,2,2,0,1,0,3,10,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::editors::LayoutHint ,17,2,8,1,1,1,1,0,0,3,0,2,9,0,0,2,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::usage::editors::UsageCountContentProvider ,17,8,5,5,1,6,2,3,0,1,0,4,9,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::Component ,17,6,6,12,1,15,12,0,0,3,0,6,18,3,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::TracTaskMapper ,17,9,5,4,2,3,2,3,0,1,0,3,75,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::actions::ShowQualifiedNamesAction ,17,11,3,2,1,3,1,2,0,3,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::AttributeMap ,17,10,5,3,1,6,2,1,0,1,0,4,9,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::util::ClipboardCopier ,17,8,5,2,1,6,2,0,1,2,0,4,9,1,0,1,3,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::VerticalLayoutAlgorithm ,17,3,11,0,3,3,0,0,0,0,19,3,76,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::zest::tests::uml::UMLClassFigure ,17,12,3,1,1,3,1,0,0,2,1,3,56,2,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::provisional::commons::soap::SoapHttpSender ,17,11,5,3,2,1,0,3,0,3,3,2,8,1,0,0,0,0,0,0,0,0,0
org::eclipse::mylyn::monitor::internal::UsageStatistic ,17,8,5,4,1,15,3,1,2,1,0,6,9,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::context::core::ContextCore ,18,16,6,110,1,15,110,1,0,1,0,6,9,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::dev::MylynDevPlugin ,18,8,4,2,1,6,0,2,0,3,0,4,0,2,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::resources::ui::ResourceContextLabelProvider ,18,8,6,2,2,6,0,2,0,0,0,4,17,0,0,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::commons::ui::WorkbenchUtil ,18,8,7,1,1,1,1,0,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityWrappingReplacementToken ,18,9,6,5,2,6,2,3,0,3,0,4,22,3,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::dev::actions::ShowPropertiesAction ,18,8,4,1,1,6,0,1,0,2,0,4,9,2,0,0,4,1,0,0,0,2,1
org::eclipse::mylyn::context::ui::InterestSorter ,18,8,5,3,1,1,0,3,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::RemoveFromCategoryAction ,18,8,4,4,1,1,1,4,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::xplanner::core::DebugManager ,18,14,6,2,1,15,0,2,0,0,0,6,9,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::wizard::AbstractBugzillaReportWizard ,18,10,4,0,1,15,0,0,0,5,0,6,0,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::dev::properties::MylynPropertiesSourceAdapterFactory ,18,7,10,5,1,3,1,4,0,0,0,3,18,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::actions::ToggleDecorateInterestLevelAction ,18,11,4,1,1,3,0,1,0,2,0,3,0,0,1,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::ui::wizards::NewJiraTaskWizard ,18,9,4,4,2,6,1,3,0,1,0,4,7,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::tasks::WebTaskEditorPageFactory ,18,10,6,5,2,10,0,5,0,1,4,5,17,1,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::tasks::core::data::TaskAttachmentPartSource ,18,9,4,5,1,6,2,3,0,2,0,4,9,2,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::commands::AddTaskRepositoryHandler ,18,8,4,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasklist::BugzillaReportElement ,18,5,5,0,1,10,0,0,0,59,0,5,9,4,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskPlanContentProvider ,18,10,7,1,1,15,0,1,0,1,0,6,9,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextUserInteractionMonitor ,18,7,6,1,2,1,1,0,0,0,1,2,17,0,0,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskHyperlinkTextPresentationManager ,18,9,5,5,2,3,1,4,0,1,0,3,18,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::LocalRepositoryConnectorUi ,18,9,6,2,2,15,0,2,0,0,0,6,31,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::TableRowAttributes ,18,7,6,3,2,21,3,0,0,3,0,7,20,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::commons::ui::ColorCanvas ,18,6,2,0,1,1,0,0,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin ,19,8,6,2,1,10,1,1,0,3,0,5,0,2,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::WebHyperlink ,19,8,6,3,1,15,2,1,0,2,0,6,9,2,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationReminder ,19,7,7,5,3,3,1,4,0,0,2,3,42,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::TracImages ,19,11,4,2,1,1,0,2,0,4,0,2,9,1,2,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::OfflineDataStore ,19,7,6,1,1,15,0,1,0,6,0,6,18,6,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::zest::core::widgets::internal::GraphLabel ,19,26,3,4,2,10,0,4,0,7,8,5,77,7,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationQueryIncoming ,19,7,7,4,3,3,0,4,0,0,2,3,42,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::actions::OpenRelatedElementsPopupDialogAction ,19,8,5,1,1,10,0,1,0,1,0,5,9,1,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::reports::MonitorReportsPlugin ,19,10,6,2,1,15,2,0,0,5,0,6,0,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::Messages ,19,7,6,3,1,6,1,2,0,2,0,4,9,2,1,0,3,0,0,0,0,1,1
org::eclipse::mylyn::internal::trac::core::util::TracHttpClientTransportFactory ,19,7,6,3,1,15,2,1,0,5,0,6,9,4,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::team::ui::AbstractContextChangeSetManager ,19,18,5,10,2,6,5,5,1,3,0,4,17,2,0,0,2,1,0,0,0,2,1
org::eclipse::mylyn::internal::commons::net::CloneableHostConfiguration ,19,11,8,1,1,6,0,1,0,0,0,4,0,0,1,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::UiUtil ,19,7,4,4,1,1,4,0,0,0,0,2,9,0,0,0,2,2,0,0,0,4,1
org::eclipse::mylyn::internal::tasks::ui::wizards::MultiRepositoryAwareWizard ,19,9,5,1,1,10,0,1,2,1,0,5,0,1,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::dataStructures::BendPoint ,19,6,6,2,2,15,2,0,0,1,2,6,18,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::TracUiPlugin ,19,18,4,6,1,6,1,5,0,2,0,4,0,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::FilterCompletedTasksAction ,19,12,3,2,1,1,1,2,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::ShowInTargetBridge ,19,9,5,2,1,1,1,1,0,1,0,2,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::zest::tests::jface::GraphJFaceSnippet2 ,19,12,3,2,1,0,0,2,0,1,0,1,9,0,0,1,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::search::OpenSearchResultAction ,19,12,4,3,1,1,1,3,0,1,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TaskPriorityFilter ,19,9,7,4,2,3,2,3,0,2,0,3,11,2,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::EditRepositoryPropertiesAction ,19,8,5,1,2,6,1,0,0,1,0,4,6,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::ui::viewer::MarkupTextPresenter ,19,9,6,2,2,3,0,2,0,1,0,3,12,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportErrorWizard ,20,12,4,5,1,3,1,5,0,5,0,3,0,5,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorFactory ,20,9,7,2,1,15,0,2,0,0,0,6,9,0,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::BugzillaQueryHit ,20,7,9,2,2,6,0,2,0,1,6,4,45,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::tasks::ui::util::bugzilla::BugzillaGeneratedCommentBlock ,20,17,8,9,3,6,1,8,0,1,4,4,43,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::tasks::JavaStackTraceHyperlinkDetector ,20,16,8,3,2,3,0,3,0,1,0,3,4,1,2,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::TaskEditorScheduleAction ,20,11,6,5,1,6,1,4,0,3,0,4,0,3,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::editor::actions::ToggleFoldingRulerAction ,20,12,5,2,1,6,0,2,0,3,0,4,0,3,1,0,2,0,0,0,0,1,1
org::eclipse::mylyn::zest::tests::swt::HelloWorld ,20,8,3,1,1,0,0,1,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::InteractionEventUtil ,20,10,5,6,1,0,2,4,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::WikiText ,20,19,7,9,1,21,8,1,0,1,0,7,9,0,1,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::wizards::NewAttachmentWizardDialog ,20,8,4,3,1,1,2,1,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::WebServerInfo ,20,7,7,3,1,21,3,0,0,3,0,7,9,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::TaskCategory ,20,5,6,17,4,6,16,1,0,1,0,4,51,1,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TaskCompletionFilter ,20,4,5,2,2,0,0,2,0,0,0,1,11,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::monitor::ui::AbstractEditorTracker ,20,11,8,0,2,28,0,0,4,0,0,8,16,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ant::AntUiBridgePlugin ,20,12,6,4,1,10,1,3,0,3,0,5,0,2,1,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::deprecated::NewTaskEditorInput ,20,11,5,2,3,6,0,2,0,0,5,4,32,0,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::commands::MaximizePartHandler ,20,7,5,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::TaskContainerDelta ,20,6,6,4,1,15,4,0,0,4,0,6,9,4,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::TasksAdapterFactory ,20,6,8,2,1,1,0,2,0,1,0,2,18,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::LocalTask ,21,7,7,22,4,21,22,0,0,1,2,7,170,0,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::tests::ClassTraversal ,21,14,3,4,1,1,1,3,0,1,0,2,9,1,1,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::TracSearchHandler ,21,14,2,6,2,3,1,5,0,0,0,3,11,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::actions::TaskContextAction ,21,9,5,3,1,1,0,3,2,1,0,2,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::commands::NewLocalTaskHandler ,21,11,4,2,1,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::CompletedTaskCollector ,21,14,9,4,1,6,2,2,0,3,0,4,11,3,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::planner::ActivityReportAction ,21,8,4,2,1,1,1,1,0,2,0,2,0,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::search::SearchResultSorterPriority ,21,9,2,2,1,3,1,1,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::ShowTasksUiLegendAction ,21,10,5,2,1,6,0,2,0,1,0,4,9,1,0,0,4,1,0,0,0,2,1
org::eclipse::mylyn::internal::team::ui::ContextChangeSetDecorator ,21,8,7,2,1,10,0,2,0,0,0,5,9,0,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::hypertext::ui::editors::WebElementsEditorInput ,21,7,7,1,1,21,1,0,0,1,0,7,9,1,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::User ,21,8,7,2,1,28,2,0,0,4,0,8,18,4,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::tasks::ui::TasksUi ,21,15,7,147,1,21,145,2,0,0,0,7,9,0,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::confluence::core::block::ExtendedPreformattedBlock ,21,11,7,3,5,10,1,2,0,0,5,5,53,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::TaskUiBridge ,21,8,7,0,2,21,0,0,0,0,0,7,16,0,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::ui::JiraTaskListMigrator ,21,13,5,4,2,10,0,4,0,7,3,5,14,7,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::core::model::TracMilestone ,21,7,7,3,2,21,3,0,0,4,0,7,31,4,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::SaxRepositoriesWriter ,21,14,3,10,1,1,1,9,0,1,0,2,9,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::tasks::core::RepositoryTemplate ,21,6,4,4,1,6,4,0,0,11,0,4,9,0,0,11,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::RefreshRepositoryTasksAction ,21,15,6,6,2,10,0,6,0,1,0,5,6,1,1,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::data::TextTaskAttachmentSource ,21,10,7,4,2,21,2,2,1,1,0,7,15,1,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::ui::WebSite ,21,12,7,3,2,21,2,1,0,2,1,7,28,2,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::ui::WebResource ,22,13,7,7,1,36,5,2,3,1,0,9,19,0,0,0,8,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetElementAdapter ,22,9,6,2,1,3,0,2,0,0,0,3,9,0,1,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::AbstractReplyToCommentAction ,22,19,4,6,1,6,1,5,1,2,0,4,0,2,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::twiki::core::phrase::SimpleWrappedPhraseModifier ,22,10,6,3,2,15,1,3,1,5,0,6,22,4,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::JiraIssueCollector ,22,9,7,2,1,21,1,1,0,4,1,7,14,4,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveViewDropAdapter ,22,13,5,7,1,3,2,5,0,1,0,3,0,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::TaskAttachmentEditorInput ,22,10,7,3,1,21,1,2,0,1,0,7,19,1,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::ui::actions::ShowFilteredChildrenAction ,22,9,8,1,1,6,0,1,0,3,0,4,0,3,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::sandbox::ui::SharedDataDirectoryManager ,22,7,7,1,1,6,0,1,0,2,0,4,9,2,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::actions::ContextClearAction ,22,10,4,6,2,3,1,5,0,2,1,3,2,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::zest::layouts::algorithms::HorizontalLayoutAlgorithm ,22,3,11,0,3,3,0,0,0,0,19,3,76,0,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ui::IdeUiUtil ,22,5,7,0,1,1,0,0,0,2,0,2,9,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::examples::jira::JiraIssueCollector ,22,10,7,1,1,21,1,0,0,2,1,7,14,2,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::views::PriorityDropDownAction ,22,9,5,1,1,6,1,0,0,7,0,4,0,7,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::mediawiki::core::phrase::SimpleWrappedPhraseModifier ,22,10,6,3,2,15,1,3,1,5,0,6,22,4,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::ui::editor::WorkLogTableLabelProvider ,22,11,7,4,1,3,1,3,0,1,0,3,0,1,0,0,3,1,0,0,0,2,1
org::eclipse::mylyn::zest::core::viewers::internal::ZestException ,22,3,6,2,1,1,2,0,0,4,0,2,26,1,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::ActivateTaskDialogAction ,22,12,5,7,1,3,3,4,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlineComparer ,22,12,7,4,1,3,1,3,0,0,0,3,9,0,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::zest::core::viewers::EntityConnectionData ,22,5,5,2,1,3,1,1,0,2,0,3,9,0,0,2,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::Util ,22,10,6,4,1,0,2,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::util::ImportExportUtil ,22,13,6,6,1,1,3,3,0,0,0,2,9,0,0,0,2,0,0,0,0,1,1
org::eclipse::mylyn::tasks::tests::connector::MockTask ,23,8,7,4,4,15,3,1,0,1,2,6,170,1,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaResultMatchAdapter ,23,8,7,1,1,3,0,1,0,2,0,3,9,2,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::bugzilla::core::RepositoryReportFactory ,23,15,6,4,2,1,0,4,0,1,1,2,11,1,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::ui::viewer::annotation::ImageAnnotation ,23,8,7,4,1,21,4,0,0,4,0,7,0,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::ide::ui::MarkerViewerInterestSorter ,23,13,8,4,1,1,1,3,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::LimitedHtmlEndTagPhraseModifier ,23,10,5,2,2,6,1,1,0,1,0,4,22,1,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::wikitext::tracwiki::core::phrase::SimpleWrappedPhraseModifier ,23,10,6,4,2,15,2,3,1,5,0,6,22,4,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::xplanner::ui::wizard::AbstractXPlannerQueryWizardPage ,23,12,7,5,3,21,4,1,3,2,0,7,14,2,0,0,6,0,0,0,0,0,0
org::eclipse::mylyn::internal::java::ui::search::JavaReferencesProvider ,23,5,7,2,4,6,2,0,0,2,8,4,47,0,0,0,2,0,0,0,0,0,0
org::eclipse::mylyn::internal::monitor::core::collection::CommandUsageCollector ,23,15,7,5,1,21,1,4,0,2,0,7,14,2,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::web::ui::WebPage ,23,7,7,1,2,15,1,0,0,2,1,6,28,2,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::filter::IssueTypeFilter ,23,7,6,4,1,10,4,0,0,4,0,5,18,4,0,0,4,0,0,0,0,0,0
org::eclipse::mylyn::internal::commons::ui::CompositeSyncImageDescriptor ,23,10,6,1,1,6,1,0,0,5,0,4,0,3,1,1,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::bugs::wizards::ErrorLogStatus ,23,8,7,2,1,21,1,1,0,3,7,7,34,3,0,0,7,0,0,0,0,0,0
org::eclipse::mylyn::internal::trac::ui::TracTaskListMigrator ,23,16,6,4,2,10,0,4,0,4,3,5,14,4,0,0,5,0,0,0,0,0,0
org::eclipse::mylyn::internal::context::ui::commands::FocusViewHandler ,23,4,4,1,1,0,0,1,0,2,0,1,0,2,0,0,1,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::ui::actions::ToggleAllWorkingSetsAction ,23,19,7,2,1,3,1,1,0,1,0,3,0,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::tasks::core::SaxRepositoriesContentHandler ,23,15,9,5,1,3,1,4,0,2,0,3,51,1,0,0,3,0,0,0,0,0,0
org::eclipse::mylyn::internal::jira::core::model::CustomField ,23,8,7,6,2,21,6,0,0,5,0,7,22,5,0,0,7,0,0,0,0,0,0
