classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::eclipse::osgi::internal::resolver::NativeCodeSpecificationImpl ,117,42,49,15,3,21,3,12,0,4,0,7,45,4,0,0,5,0,0,0,0,1,1
org::eclipse::osgi::internal::baseadaptor::DefaultClassLoader ,120,54,38,12,2,190,1,11,0,6,0,20,42,2,0,0,17,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager ,121,71,29,7,1,21,3,4,0,1,0,7,12,0,1,1,5,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::protocol::StreamHandlerFactory ,122,52,29,19,2,21,2,18,0,8,3,7,24,4,1,0,5,0,0,0,0,1,1
org::eclipse::osgi::internal::signedcontent::SignedBundleFile ,124,67,52,12,2,190,4,10,0,3,31,20,27,2,1,1,14,0,0,0,0,0,0
org::eclipse::core::runtime::internal::adaptor::EclipseAdaptorHook ,124,85,30,19,1,78,0,19,0,8,0,13,17,6,3,0,10,0,0,0,0,3,1
org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList ,125,36,33,7,1,55,2,5,0,11,0,11,8,11,3,0,8,0,0,0,0,1,1
org::eclipse::osgi::internal::resolver::ImportPackageSpecificationImpl ,128,71,58,17,3,78,3,14,0,4,3,13,48,4,0,0,10,0,0,0,0,1,1
org::eclipse::osgi::internal::signedcontent::TrustEngineListener ,130,72,35,17,1,36,3,15,0,3,0,9,7,3,3,0,3,0,0,0,0,1,1
org::eclipse::osgi::internal::module::GroupingChecker ,130,71,44,7,1,28,2,6,0,2,0,8,7,1,2,1,5,0,0,0,0,0,0
org::osgi::framework::Version ,130,40,32,29,1,55,26,3,1,6,0,11,7,5,1,0,10,0,0,0,0,1,1
org::eclipse::osgi::framework::internal::core::ServiceUse ,133,48,17,9,1,6,1,8,0,5,0,4,7,5,0,0,0,0,0,0,0,2,1
org::eclipse::osgi::framework::internal::core::ManifestLocalization ,134,63,40,12,1,28,1,12,0,4,0,8,7,4,5,0,1,0,0,0,0,2,1
org::eclipse::osgi::internal::baseadaptor::SystemBundleData ,138,58,28,17,2,91,1,17,0,1,9,14,80,1,5,0,9,0,0,0,0,2,1
org::eclipse::core::runtime::internal::adaptor::BasicLocation ,140,69,44,13,1,136,2,11,0,10,5,17,19,8,4,1,13,0,0,0,0,2,1
org::eclipse::osgi::framework::adaptor::FilePath ,141,66,52,7,1,55,4,3,0,12,0,11,7,12,4,0,7,0,0,0,0,0,0
org::eclipse::osgi::internal::resolver::NativeCodeDescriptionImpl ,142,57,40,14,2,190,5,9,0,9,0,20,25,9,1,0,11,0,0,0,0,2,1
org::eclipse::osgi::framework::internal::core::PolicyHandler ,143,66,41,10,1,36,2,9,0,11,0,9,7,9,3,2,5,0,0,0,0,2,1
org::eclipse::osgi::baseadaptor::HookRegistry ,144,77,38,28,1,253,18,10,0,16,0,23,7,11,4,0,19,0,0,0,0,0,0
org::eclipse::osgi::internal::signedcontent::BERProcessor ,145,38,39,5,1,45,1,4,0,20,0,10,7,0,0,9,10,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::ConditionalPermissions ,148,60,42,9,1,36,2,7,0,6,0,9,19,6,2,0,4,0,0,0,0,0,0
org::eclipse::core::runtime::internal::stats::StatsManager ,149,108,38,17,1,210,3,16,0,19,8,21,14,11,3,7,18,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::ConditionalPermissionSet ,153,34,39,12,2,45,3,9,0,6,0,10,20,6,1,0,4,0,0,0,0,0,0
org::eclipse::osgi::internal::signedcontent::Base64 ,153,7,28,1,1,3,1,0,0,2,0,3,7,1,0,1,2,0,0,0,0,0,0
org::eclipse::osgi::tests::bundles::BundleInstaller ,155,83,30,19,1,66,9,10,0,7,0,12,7,7,0,0,12,0,0,0,0,3,1
org::eclipse::osgi::framework::internal::core::BundleLoaderProxy ,159,73,52,25,1,153,11,17,0,5,0,18,12,5,0,0,7,0,0,0,0,1,1
org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo ,160,66,46,9,1,171,5,4,0,16,0,19,18,13,2,3,17,0,0,0,0,0,0
org::eclipse::osgi::internal::baseadaptor::AdaptorUtil ,169,72,37,26,1,45,9,17,0,2,0,10,7,0,0,0,10,0,0,0,0,2,1
org::eclipse::core::runtime::internal::stats::ClassloaderStats ,172,102,36,12,1,190,3,10,0,11,0,20,7,10,7,1,12,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler ,173,121,23,10,1,66,1,10,0,14,0,12,16,14,1,0,1,0,0,0,0,0,0
org::eclipse::osgi::internal::service::security::KeyStoreTrustEngine ,177,101,42,11,2,120,3,9,0,5,0,16,16,5,8,0,6,0,0,0,0,0,0
org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook ,180,101,57,16,1,78,0,16,0,4,0,13,14,4,5,0,8,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl ,182,68,48,16,1,55,4,13,0,11,0,11,18,9,1,2,6,0,0,0,0,0,0
org::osgi::service::condpermadmin::ConditionInfo ,186,51,46,8,1,36,4,4,0,2,0,9,7,2,2,0,7,0,0,0,0,1,1
org::eclipse::osgi::framework::internal::core::BundleFragment ,186,60,49,12,2,136,2,11,0,1,16,17,91,0,0,0,5,0,0,0,0,4,1
org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider ,188,115,37,17,1,45,1,16,0,3,0,10,8,3,4,0,6,0,0,0,0,0,0
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter ,196,107,65,24,1,171,0,24,0,7,0,19,22,7,4,0,15,0,0,0,0,1,1
org::eclipse::equinox::launcher::WebStartMain ,198,118,49,16,2,78,0,16,0,6,29,13,24,6,8,0,2,0,1,0,0,2,1
org::eclipse::osgi::framework::util::SecureAction ,200,104,28,28,1,171,14,14,0,2,0,19,7,1,0,0,18,0,0,0,0,1,1
org::eclipse::osgi::framework::launcher::Launcher ,200,80,40,10,1,55,1,9,0,7,0,11,7,2,2,0,3,0,0,0,0,1,1
org::eclipse::osgi::internal::signedcontent::SignedBundleHook ,203,99,56,27,1,105,5,26,0,26,0,15,19,21,0,0,13,0,0,0,0,2,1
org::eclipse::osgi::framework::internal::core::FrameworkConsole ,208,82,40,21,1,120,2,21,0,16,0,16,15,0,5,2,8,0,0,0,0,3,1
org::eclipse::osgi::internal::signedcontent::SignedStorageHook ,209,108,54,23,2,190,3,20,0,10,0,20,21,7,4,1,16,0,0,0,0,1,1
org::eclipse::osgi::framework::internal::core::BundleResourceHandler ,210,107,67,15,1,78,1,14,2,4,0,13,17,1,0,0,2,0,0,0,0,2,1
org::eclipse::osgi::util::NLS ,214,79,48,26,1,28,11,16,6,7,0,8,7,4,3,0,2,0,0,0,0,0,0
org::osgi::service::permissionadmin::PermissionInfo ,217,55,57,7,1,45,3,4,0,3,0,10,7,3,2,0,8,0,0,0,0,1,1
org::eclipse::osgi::internal::resolver::StateObjectFactoryImpl ,221,177,46,30,1,210,1,29,0,0,1,21,19,0,5,0,16,0,0,0,0,0,0
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile ,231,138,85,20,2,120,5,17,0,5,3,16,20,1,0,0,8,0,0,0,0,1,1
org::eclipse::core::runtime::adaptor::LocationManager ,244,149,72,18,1,171,8,10,0,35,0,19,7,14,10,0,9,0,0,0,0,2,1
org::osgi::framework::AdminPermission ,246,78,59,11,1,66,1,11,0,30,0,12,33,19,5,0,5,0,0,0,0,4,1
org::eclipse::osgi::internal::resolver::StateHelperImpl ,248,171,98,16,1,171,4,13,0,1,3,19,15,1,10,0,9,0,0,0,0,4,1
org::eclipse::osgi::baseadaptor::BaseData ,248,114,86,38,1,1225,25,16,1,20,5,50,33,16,3,0,47,0,0,0,0,3,1
org::eclipse::osgi::baseadaptor::BaseAdaptor ,252,114,60,34,1,528,19,18,0,14,1,33,32,14,0,0,32,0,0,0,0,2,1
org::eclipse::osgi::util::ManifestElement ,257,128,72,26,1,153,19,7,0,4,0,18,7,0,4,0,11,0,0,0,0,0,0
org::eclipse::osgi::internal::signedcontent::DNChainMatching ,262,101,66,6,1,28,2,4,0,0,0,8,7,0,7,0,1,0,0,0,0,0,0
org::eclipse::osgi::framework::util::KeyedHashSet ,285,70,82,13,1,231,7,6,0,5,0,22,7,2,3,2,17,0,0,0,0,0,0
org::osgi::util::tracker::ServiceTracker ,285,65,67,23,1,120,14,10,0,12,0,16,10,7,1,2,14,0,0,0,0,1,1
org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter ,289,137,64,16,1,171,1,16,0,10,0,19,14,8,7,0,10,0,0,0,0,0,0
org::eclipse::osgi::internal::profile::DefaultProfileLogger ,294,122,73,14,1,253,1,13,0,24,0,23,12,2,0,0,6,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::PermissionAdminImpl ,318,120,69,23,1,91,4,20,0,6,0,14,12,1,0,0,5,0,0,0,0,0,0
org::eclipse::osgi::internal::baseadaptor::BaseStorageHook ,332,206,106,37,2,780,9,30,0,16,0,40,30,9,1,0,34,0,0,0,0,4,1
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl ,336,79,59,12,1,136,4,10,0,15,0,17,10,10,1,5,4,0,0,0,0,1,1
org::eclipse::core::runtime::internal::adaptor::EclipseStorageHook ,367,217,102,29,2,741,2,28,0,19,0,39,22,17,9,0,29,0,0,0,0,3,1
org::eclipse::osgi::internal::signedcontent::PKCS7Processor ,369,147,62,19,1,153,2,18,0,12,28,18,7,11,9,1,8,0,0,0,0,1,1
org::eclipse::osgi::baseadaptor::loader::ClasspathManager ,393,196,117,26,1,496,7,19,0,11,0,32,7,11,14,0,18,0,0,0,0,1,1
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor ,399,171,73,20,1,136,2,19,0,5,28,17,7,5,14,0,2,0,0,0,0,1,1
org::eclipse::core::runtime::internal::adaptor::PluginParser ,403,219,107,16,1,435,2,14,0,20,62,30,35,17,2,3,27,0,0,0,0,1,1
org::eclipse::core::runtime::adaptor::EclipseLog ,424,205,91,24,1,406,2,22,0,25,1,29,13,3,5,3,7,0,0,0,0,0,0
org::eclipse::osgi::internal::resolver::BundleDescriptionImpl ,425,180,147,24,2,2775,9,17,0,26,0,75,48,11,2,0,35,0,0,0,0,3,1
org::eclipse::osgi::framework::internal::core::StartLevelManager ,430,199,109,26,1,406,6,21,0,8,0,29,23,3,8,0,11,0,0,0,0,4,1
org::eclipse::osgi::framework::internal::core::BundleHost ,456,174,126,28,2,210,10,22,1,3,16,21,91,1,1,0,5,0,0,0,0,7,1
org::eclipse::osgi::framework::internal::reliablefile::ReliableFile ,492,172,115,14,1,300,3,11,0,25,0,25,7,17,7,0,7,0,0,0,0,0,0
org::eclipse::osgi::internal::resolver::StateWriter ,501,341,119,34,1,435,1,33,0,2,0,30,7,2,27,0,2,0,0,0,0,1,1
org::eclipse::osgi::storagemanager::StorageManager ,503,252,122,21,1,378,6,16,0,22,0,28,7,22,13,0,13,1,0,0,0,2,1
org::eclipse::osgi::internal::module::ResolverBundle ,513,322,195,22,2,990,5,21,0,21,1,45,16,18,8,0,4,0,0,0,0,1,1
org::eclipse::osgi::internal::resolver::StateBuilder ,516,337,168,29,1,276,1,29,0,13,0,24,7,9,22,0,0,0,0,0,0,2,1
org::eclipse::osgi::framework::internal::core::PackageAdminImpl ,535,268,187,39,1,300,6,37,0,1,1,25,17,0,10,0,10,0,0,0,0,7,1
org::eclipse::osgi::internal::resolver::StateReader ,596,331,146,23,1,630,3,22,0,16,0,36,7,9,29,0,3,0,0,0,0,2,1
org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl ,610,397,165,26,1,666,2,24,0,38,0,37,9,23,30,1,6,0,0,0,0,0,0
org::eclipse::osgi::framework::internal::core::BundleContextImpl ,654,220,149,35,1,595,8,29,0,12,0,35,26,3,1,2,20,0,0,0,0,4,1
org::eclipse::osgi::internal::resolver::StateImpl ,705,385,211,38,1,2016,11,32,2,24,0,64,44,22,11,1,39,0,0,0,0,8,1
org::eclipse::osgi::framework::internal::core::AbstractBundle ,712,295,142,57,1,1953,32,31,2,7,9,63,30,0,2,0,27,0,0,0,0,10,1
org::eclipse::osgi::framework::internal::core::BundleLoader ,862,350,264,39,1,1035,13,30,1,34,0,46,11,23,16,3,6,0,0,0,0,4,1
org::eclipse::osgi::framework::internal::core::FilterImpl ,1003,249,304,18,1,406,4,14,0,15,0,29,12,0,1,0,7,0,0,0,0,5,1
org::eclipse::osgi::internal::baseadaptor::BaseStorage ,1041,566,286,67,3,2016,9,66,0,38,0,64,15,29,23,0,27,0,0,0,0,3,1
org::eclipse::core::runtime::adaptor::EclipseStarter ,1217,605,300,54,1,1128,1,53,0,67,0,48,7,38,37,1,7,0,0,0,0,4,1
org::eclipse::osgi::framework::internal::core::Framework ,1250,523,251,77,1,1653,18,67,0,45,0,58,17,14,21,7,13,0,0,0,0,13,1
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider ,1434,677,288,46,3,2145,1,45,0,9,0,66,16,9,6,0,54,0,0,0,0,5,1
org::eclipse::osgi::internal::module::ResolverImpl ,1543,1009,534,39,1,2016,5,38,0,32,0,64,17,25,49,7,11,0,0,0,0,3,1
org::eclipse::equinox::launcher::Main ,1805,836,410,40,1,2016,3,37,1,111,0,64,7,82,47,2,3,0,1,0,0,4,1
