classname ,loc, rfc , wmc , cbo , dit , lcom , fanin , fanout , noc , numberOfAttributes , numberOfAttributesInherited , numberOfMethods , numberOfMethodsInherited , numberOfPrivateAttributes , numberOfPrivateMethods , numberOfPublicAttributes , numberOfPublicMethods , nonTrivialBugs , majorBugs , criticalBugs , highPriorityBugs , bug ,buggy
org::apache::lucene::util::StringHelper ,20,5,9,3,1,3,2,1,0,0,0,3,9,0,1,0,2,0,0,0,0,0,0
org::apache::lucene::search::Sort ,20,10,6,5,1,6,3,2,0,3,0,4,18,0,0,1,4,0,0,0,0,1,1
org::apache::lucene::search::highlight::TokenSources ,21,7,5,2,1,1,0,2,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::CharBlockPool ,21,6,4,4,1,3,2,2,0,7,0,3,9,1,0,6,3,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::utils::Format ,21,18,5,7,1,6,4,3,0,2,0,4,9,2,0,0,4,0,0,0,0,0,0
org::apache::lucene::search::payloads::PayloadHelper ,21,16,2,4,1,1,1,3,0,6,0,2,9,3,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::DocHelper ,21,15,5,10,1,6,7,3,0,56,0,4,9,0,1,27,3,0,0,0,0,0,0
org::apache::lucene::analysis::br::BrazilianStemFilter ,21,8,7,5,3,1,1,4,0,2,1,2,16,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::miscellaneous::SingleTokenTokenStream ,21,9,6,4,2,10,4,0,0,2,0,5,13,2,0,0,5,0,0,0,0,0,0
org::apache::lucene::store::instantiated::InstantiatedDocument ,21,8,7,7,1,21,6,1,0,4,0,7,18,4,0,0,6,0,0,0,0,0,0
org::apache::lucene::util::cache::SimpleMapCache ,21,12,7,1,2,21,1,1,2,1,0,7,15,0,0,1,6,0,0,0,0,0,0
org::apache::lucene::search::Similarity ,22,17,7,29,1,78,27,2,4,2,0,13,18,2,0,0,13,0,0,0,0,1,1
org::apache::lucene::xmlparser::builders::FuzzyLikeThisQueryBuilder ,22,16,3,6,1,1,1,5,0,5,0,2,10,1,0,4,2,0,0,0,0,0,0
org::apache::lucene::index::ReusableStringReader ,22,7,5,2,1,3,1,1,0,3,0,3,29,0,0,3,2,0,0,0,0,0,0
org::apache::lucene::search::MatchAllDocsQuery ,22,15,7,13,2,15,8,5,0,0,0,6,39,0,0,0,5,0,0,0,0,0,0
org::apache::lucene::misc::IndexMergeTool ,22,11,3,3,1,0,0,3,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::RemoteCachingWrapperFilterHelper ,22,10,5,5,3,3,1,4,0,1,1,3,24,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::regex::JavaUtilRegexCapabilities ,22,12,11,3,1,10,0,3,0,1,0,5,12,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::analysis::ru::RussianStemFilter ,22,9,7,5,3,3,1,4,0,1,1,3,16,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::SegmentReader ,22,18,6,3,3,6,1,2,2,26,5,4,78,16,2,10,2,0,0,0,0,4,1
org::apache::lucene::benchmark::byTask::tasks::SearchTravRetLoadFieldSelectorTask ,22,12,6,3,4,10,0,3,0,1,3,5,64,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::stats::Points ,23,12,6,11,1,15,10,1,0,3,0,6,9,3,1,0,5,0,0,0,0,0,0
org::apache::lucene::demo::html::ParserThread ,23,11,2,6,1,1,1,6,0,1,2,2,31,0,0,1,1,0,0,0,0,0,0
org::apache::lucene::analysis::shingle::ShingleAnalyzerWrapper ,23,10,6,2,2,15,0,2,0,3,0,6,15,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::search::function::FieldCacheSource ,23,13,7,5,2,28,4,1,4,1,0,8,23,1,0,0,8,0,0,0,0,0,0
org::apache::lucene::analysis::snowball::SnowballFilter ,23,13,4,8,3,1,2,6,0,1,1,2,16,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::BooleanFilterBuilder ,23,13,4,9,1,1,1,8,0,1,0,2,10,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::regex::JakartaRegexpCapabilities ,23,14,12,4,1,15,1,3,0,1,0,6,12,1,0,0,6,0,0,0,0,0,0
org::apache::lucene::util::Parameter ,24,12,6,1,1,6,0,1,6,2,0,4,18,1,1,1,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::SimpleQueryMaker ,24,14,1,3,2,0,0,3,1,0,3,1,23,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::benchmark::standard::StandardOptions ,24,8,8,1,1,28,1,0,0,4,0,8,9,4,0,0,8,0,0,0,0,0,0
org::apache::lucene::search::FieldCacheImpl ,24,21,8,2,1,28,0,2,1,12,2,8,17,4,0,8,8,0,0,0,0,1,1
org::apache::lucene::store::SimpleFSLockFactory ,24,12,9,3,2,6,1,2,0,1,1,4,13,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::ParallelMultiSearcher ,24,9,4,4,4,6,2,2,0,2,0,4,50,2,0,0,4,0,0,0,0,1,1
org::apache::lucene::search::highlight::TextFragment ,24,9,7,4,1,21,3,1,0,5,0,7,9,0,0,5,6,0,0,0,0,0,0
org::apache::lucene::analysis::el::GreekAnalyzer ,25,11,5,3,2,3,0,3,0,27,0,3,15,27,1,0,2,0,0,0,0,0,0
org::apache::lucene::search::Collector ,25,3,4,2,2,1,1,1,0,2,0,2,11,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::SrndTermQuery ,25,19,8,7,3,10,1,6,0,1,1,5,44,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::QualityQuery ,25,10,5,7,1,10,6,1,0,2,0,5,9,2,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::AbstractBenchmarker ,25,7,8,2,1,0,1,1,1,0,0,1,10,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::PrefixQuery ,25,19,7,13,3,10,6,7,0,1,2,5,49,1,0,0,4,0,0,0,0,0,0
org::apache::lucene::benchmark::stats::QueryData ,26,10,10,4,1,6,2,2,0,5,0,4,9,0,0,5,4,0,0,0,0,0,0
org::apache::lucene::index::DocInverterPerThread ,26,14,5,6,2,10,1,5,0,7,0,5,13,0,0,7,4,0,0,0,0,0,0
org::apache::lucene::demo::FileDocument ,26,10,2,6,1,1,3,3,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::search::function::ValueSourceQuery ,26,20,9,9,2,21,3,6,1,1,0,7,39,0,0,1,6,0,0,0,0,1,1
org::apache::lucene::benchmark::byTask::feeds::AbstractQueryMaker ,26,15,7,4,1,15,0,4,3,3,0,6,13,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::SpanOrTermsBuilder ,26,19,3,9,3,1,1,8,0,1,0,2,12,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::analysis::ru::RussianAnalyzer ,26,12,5,6,2,3,1,5,0,32,0,3,15,32,1,0,2,0,0,0,0,0,0
org::apache::lucene::index::SegmentTermPositionVector ,26,3,9,1,2,3,1,0,0,3,0,3,31,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::ngram::NGramTokenizer ,27,7,6,2,3,1,1,1,0,9,1,2,16,7,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::regex::RegexQuery ,27,17,10,6,3,15,2,4,0,1,2,6,51,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::analysis::ar::ArabicNormalizer ,27,5,18,2,1,3,1,1,0,17,0,3,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::SimilarityDelegator ,27,17,9,3,2,36,2,1,0,1,0,9,31,1,0,0,9,0,0,0,0,0,0
org::apache::lucene::store::ChecksumIndexInput ,28,18,8,3,2,28,0,3,0,2,0,8,33,0,0,2,8,0,0,0,0,0,0
org::apache::lucene::search::ExactPhraseScorer ,28,9,7,5,4,1,2,3,0,0,5,2,27,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::index::MockIndexInput ,28,6,7,2,3,10,1,1,0,3,2,5,44,3,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::SinkTokenizer ,28,14,9,10,3,15,10,0,4,2,1,6,16,0,0,0,6,0,0,0,0,0,0
org::apache::lucene::search::similar::SimilarityQueries ,28,14,6,5,1,1,0,5,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::SearchTravTask ,28,13,9,3,3,36,0,3,3,1,2,9,55,0,0,0,9,0,0,0,0,0,0
org::apache::lucene::store::Lock ,29,12,8,13,1,3,10,3,9,3,0,3,9,0,0,1,3,0,0,0,0,1,1
org::apache::lucene::index::FieldInvertState ,29,7,7,4,1,21,4,0,0,5,0,7,9,0,0,5,6,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::OrQuery ,29,15,8,6,3,6,2,4,0,0,1,4,47,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::analysis::de::GermanStemFilter ,29,10,10,6,3,6,2,4,0,2,1,4,16,2,0,0,4,0,0,0,0,0,0
org::apache::lucene::search::TopFieldDocCollector ,29,13,6,3,3,3,0,3,0,1,2,3,15,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::fr::FrenchStemFilter ,29,12,10,5,3,6,1,4,0,2,1,4,16,2,0,0,4,0,0,0,0,0,0
org::apache::lucene::util::OpenBitSetDISI ,29,27,14,4,3,10,2,2,0,0,2,5,71,0,0,0,5,0,0,0,0,0,0
org::apache::lucene::index::IntBlockPool ,29,6,6,4,1,3,2,2,0,7,0,3,9,1,0,6,3,0,0,0,0,0,0
org::apache::lucene::analysis::PerFieldAnalyzerWrapper ,30,13,9,3,2,15,2,1,0,2,0,6,15,2,0,0,6,0,0,0,0,0,0
org::apache::lucene::index::FormatPostingsTermsWriter ,30,11,6,4,2,10,1,3,0,8,1,5,11,0,0,8,0,0,0,0,0,0,0
org::apache::lucene::search::TimeLimitedCollector ,30,12,8,5,2,15,1,4,0,8,0,6,11,6,0,1,6,0,0,0,0,1,1
org::apache::lucene::search::ConstantScoreQuery ,30,16,12,11,2,28,7,4,0,1,0,8,39,0,0,0,7,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::SrndQuery ,30,25,12,11,1,66,8,3,3,3,0,12,18,2,0,0,11,0,0,0,0,0,0
org::apache::lucene::analysis::CachingTokenFilter ,30,14,8,7,3,6,6,1,0,2,1,4,16,2,1,0,3,0,0,0,0,1,1
org::apache::lucene::search::TermQuery ,30,25,10,80,2,21,73,7,1,1,0,7,39,1,0,0,6,0,0,0,0,0,0
org::apache::lucene::analysis::KeywordTokenizer ,30,11,7,2,3,3,0,2,0,2,1,3,16,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::ant::TextDocument ,31,19,4,6,1,3,2,4,0,1,0,3,9,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::StoredFieldsWriterPerField ,31,10,6,6,2,3,1,5,0,3,0,3,11,0,0,3,2,0,0,0,0,0,0
org::apache::lucene::analysis::nl::DutchAnalyzer ,31,14,4,4,2,6,0,4,0,4,0,4,15,3,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::IndexCommit ,31,28,11,19,1,66,15,4,3,0,0,12,12,0,0,0,12,0,0,0,0,0,0
org::apache::lucene::index::SnapshotDeletionPolicy ,31,22,9,5,1,15,1,4,0,3,0,6,11,3,1,0,5,0,0,0,0,0,0
org::apache::lucene::demo::DeleteFiles ,32,14,3,4,1,1,0,4,0,0,0,2,9,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::TermsFilterBuilder ,32,15,4,8,1,1,1,7,0,1,0,2,10,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::search::DefaultSimilarity ,32,19,10,8,2,45,6,2,3,1,0,10,31,0,0,0,10,0,0,0,0,0,0
org::apache::lucene::analysis::ngram::NGramTokenFilter ,32,13,8,3,3,3,1,2,0,5,1,3,16,3,1,0,2,0,0,0,0,1,1
org::apache::lucene::index::StoredFieldsWriterPerThread ,32,9,7,3,2,10,1,2,0,4,0,5,13,0,0,4,5,0,0,0,0,0,0
org::apache::lucene::index::NormsWriterPerField ,32,12,8,5,2,10,2,3,0,7,0,5,11,0,0,7,3,0,0,0,0,0,0
org::apache::lucene::analysis::standard::StandardFilter ,32,8,11,12,3,1,10,2,0,2,1,2,16,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::TopDocCollector ,32,10,9,5,2,6,2,3,1,3,0,4,11,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::QueryWrapperFilter ,32,16,7,10,2,15,5,5,0,1,0,6,21,1,0,0,6,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::UserInputQueryBuilder ,32,13,4,5,1,3,1,4,0,3,0,3,10,2,0,1,2,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::BooleanQueryTst ,32,12,4,7,1,3,2,5,0,7,0,3,9,0,0,7,3,0,0,0,0,0,0
org::apache::lucene::analysis::miscellaneous::PrefixAndSuffixAwareTokenFilter ,32,18,6,6,2,15,4,2,0,1,0,6,13,1,0,0,6,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::trec::Trec1MQReader ,33,16,4,3,1,1,0,3,0,1,0,2,9,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::TermVectorOffsetInfo ,33,7,11,8,1,21,8,0,0,3,0,7,9,2,0,0,7,0,0,0,0,1,1
org::apache::lucene::analysis::nl::DutchStemFilter ,33,13,12,5,3,10,1,4,0,2,1,5,16,2,0,0,5,0,0,0,0,0,0
org::apache::lucene::store::instantiated::InstantiatedTermDocumentInformation ,33,10,10,9,1,45,9,0,0,9,0,10,18,6,0,0,6,0,0,0,0,0,0
org::apache::lucene::search::highlight::WeightedSpanTerm ,33,10,9,4,2,15,4,0,0,2,2,6,14,1,0,1,6,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder ,34,15,5,4,1,1,1,3,0,0,0,2,10,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::regex::RegexTermEnum ,34,18,8,6,3,10,1,5,0,4,0,5,24,4,0,0,4,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::ExceptionQueryTst ,34,14,7,6,1,3,2,4,0,2,0,3,9,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::ngram::EdgeNGramTokenizer ,34,10,6,4,3,1,1,3,0,10,1,2,16,7,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::highlight::SpanGradientFormatter ,35,12,6,4,2,1,0,4,0,2,14,2,15,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::trec::QueryDriver ,35,18,1,8,1,0,0,8,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::store::instantiated::InstantiatedTermPositions ,35,15,9,4,2,21,1,3,0,1,2,7,35,1,0,0,7,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::SrndPrefixQuery ,35,25,12,7,3,21,1,6,0,2,1,7,44,2,0,0,6,0,0,0,0,0,0
org::apache::lucene::index::PositionBasedTermVectorMapper ,35,14,10,2,2,10,1,1,0,4,0,5,15,4,0,0,5,0,0,0,0,0,0
org::apache::lucene::index::FormatPostingsFieldsWriter ,35,11,3,6,2,3,2,4,0,7,0,3,11,0,0,7,1,0,0,0,0,0,0
org::apache::lucene::analysis::cz::CzechAnalyzer ,35,15,6,5,2,3,0,5,0,2,0,3,15,1,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::FilterManager ,35,19,7,7,1,10,2,5,0,7,0,5,9,0,0,0,4,0,0,0,0,1,1
org::apache::lucene::search::PhrasePositions ,35,14,8,5,1,10,3,2,0,7,0,5,9,0,0,7,0,0,0,0,0,0,0
org::apache::lucene::analysis::compound::DictionaryCompoundWordTokenFilter ,36,14,12,2,4,1,0,2,0,0,10,2,24,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::spans::SpanTermQuery ,36,33,13,27,3,45,20,7,1,1,0,10,44,0,0,0,10,0,0,0,0,0,0
org::apache::lucene::analysis::StopFilter ,36,17,10,21,3,21,19,2,0,3,1,7,16,3,0,0,7,0,0,0,0,0,0
org::apache::lucene::search::function::OrdFieldSource ,36,10,6,4,2,10,1,3,0,2,0,5,23,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::quality::utils::SubmissionReport ,36,17,8,7,1,6,2,5,0,4,0,4,9,4,1,0,3,0,0,0,0,0,0
org::apache::lucene::index::Term ,37,18,16,74,1,45,72,2,0,2,0,10,18,0,1,2,7,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::TermsQueryBuilder ,37,22,4,11,1,1,1,10,0,1,0,2,10,0,0,1,2,0,0,0,0,0,0
org::apache::lucene::index::DocFieldConsumersPerThread ,37,12,7,3,2,10,1,3,0,4,0,5,13,0,0,4,5,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::DocData ,37,11,11,5,1,55,5,0,0,5,0,11,9,5,0,0,11,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::DeleteDocTask ,37,22,12,4,2,21,0,4,0,8,2,7,39,6,1,0,6,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::NewAnalyzerTask ,37,22,10,6,2,6,0,6,0,2,2,4,39,2,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::DocFieldProcessor ,37,22,7,3,2,15,0,3,0,3,0,6,14,0,0,3,6,0,0,0,0,0,0
org::apache::lucene::search::BooleanClause ,37,17,14,18,1,45,16,3,0,2,0,10,18,2,0,0,10,0,0,0,0,0,0
org::apache::lucene::util::ArrayUtil ,38,9,9,10,1,10,9,1,0,0,0,5,9,0,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepAllTask ,38,28,9,8,3,3,0,8,0,0,12,3,46,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::LineDocMaker ,38,23,10,6,2,21,2,4,1,7,11,7,33,4,1,3,4,0,0,0,0,0,0
org::apache::lucene::analysis::cn::ChineseFilter ,38,10,8,5,3,1,1,4,0,2,1,2,16,1,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::FieldInfo ,38,4,10,1,1,3,1,0,0,9,0,3,9,0,0,9,1,0,0,0,0,1,1
org::apache::lucene::search::FilteredTermEnum ,38,18,14,9,2,36,8,1,5,2,0,9,15,2,0,0,6,0,0,0,0,0,0
org::apache::lucene::search::CachingWrapperFilterHelper ,38,12,9,5,3,10,2,3,0,1,2,5,27,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepSelectByPrefTask ,39,33,10,8,4,3,0,8,0,0,13,3,51,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepSumByNameTask ,39,27,6,7,3,3,1,6,0,0,12,3,46,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::BoostingQuery ,39,8,5,2,2,3,1,1,0,3,0,3,39,3,0,0,3,0,0,0,0,0,0
org::apache::lucene::analysis::th::ThaiWordFilter ,39,25,8,6,3,1,1,5,0,2,1,2,16,2,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::function::FloatFieldSource ,39,13,8,4,3,10,0,4,0,1,0,5,31,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::search::Hit ,39,23,10,6,1,28,2,4,0,4,0,8,18,4,1,0,6,0,0,0,0,0,0
org::apache::lucene::search::CachingSpanFilter ,39,19,13,3,3,28,0,3,0,2,0,8,22,0,1,0,7,0,0,0,0,0,0
org::apache::lucene::search::highlight::SimpleSpanFragmenter ,40,12,10,5,1,3,1,4,0,7,0,3,11,7,0,0,3,0,0,0,0,0,0
org::apache::lucene::misc::HighFreqTerms ,40,26,9,8,1,1,0,8,0,1,0,2,9,0,1,0,1,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::AddDocTask ,40,31,11,8,2,21,1,7,0,5,2,7,39,3,1,1,6,0,0,0,0,0,0
org::apache::lucene::document::DateField ,40,24,12,7,1,21,2,5,0,1,0,7,9,1,1,0,6,0,0,0,0,0,0
org::apache::lucene::search::SpanQueryFilter ,40,24,10,7,3,21,1,6,0,1,0,7,22,0,0,0,7,0,0,0,0,0,0
org::apache::lucene::analysis::fr::ElisionFilter ,40,23,10,2,3,3,0,2,0,2,1,3,16,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepSumByNameRoundTask ,40,28,6,6,3,3,0,6,0,0,12,3,46,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefRoundTask ,40,31,7,7,4,3,0,7,0,0,13,3,51,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::search::ReqOptSumScorer ,41,18,12,4,3,15,1,3,0,3,0,6,17,3,0,0,6,0,0,0,0,0,0
org::apache::lucene::store::RAMFile ,41,15,11,4,1,45,4,0,1,6,0,10,18,3,0,3,0,0,0,0,0,0,0
org::apache::lucene::analysis::ru::RussianCharsets ,41,2,16,2,1,0,1,1,0,3,0,1,9,0,0,3,1,0,0,0,0,0,0
org::apache::lucene::index::TermVectorsTermsWriterPerThread ,42,12,10,3,2,21,2,2,0,7,0,7,13,0,0,7,5,0,0,0,0,0,0
org::apache::lucene::analysis::compound::hyphenation::ByteVector ,42,10,11,2,1,28,1,1,0,4,0,8,18,4,0,0,8,0,0,0,0,0,0
org::apache::lucene::benchmark::stats::TimeData ,42,20,11,5,1,36,2,3,0,6,0,9,9,1,0,5,8,0,0,0,0,0,0
org::apache::lucene::util::CloseableThreadLocal ,43,18,8,5,1,6,4,1,1,2,0,4,9,2,0,0,3,0,0,0,0,0,0
org::apache::lucene::search::function::ShortFieldSource ,43,13,8,4,3,10,0,4,0,1,0,5,31,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::search::function::ByteFieldSource ,43,13,8,4,3,10,0,4,0,1,0,5,31,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::search::function::IntFieldSource ,43,13,8,5,3,10,1,4,0,1,0,5,31,1,0,0,5,0,0,0,0,0,0
org::apache::lucene::analysis::query::QueryAutoStopWordAnalyzer ,43,33,11,7,2,6,1,6,0,3,0,4,15,0,0,2,4,0,0,0,0,0,0
org::apache::lucene::search::SortField ,44,20,13,6,1,21,4,2,0,18,0,7,18,4,0,1,7,0,0,0,0,1,1
org::apache::lucene::analysis::WordlistLoader ,44,18,10,6,1,1,2,4,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::SegmentMergeInfo ,44,14,12,6,1,10,3,3,0,6,0,5,9,2,0,4,0,0,0,0,0,0,0
org::apache::lucene::store::MockRAMInputStream ,44,11,6,4,3,3,1,3,0,3,1,3,49,3,0,0,3,0,0,0,0,0,0
org::apache::lucene::demo::html::Entities ,44,26,13,6,1,3,2,4,0,2,0,3,9,0,0,0,1,0,0,0,0,0,0
org::apache::lucene::search::function::ReverseOrdFieldSource ,44,10,6,4,2,10,1,3,0,2,0,5,23,1,0,1,5,0,0,0,0,0,0
org::apache::lucene::analysis::ngram::EdgeNGramTokenFilter ,45,17,10,3,3,3,1,2,0,7,1,3,16,4,1,0,2,0,0,0,0,1,1
org::apache::lucene::search::highlight::QueryScorer ,45,18,11,3,1,15,1,2,0,5,0,6,12,1,0,4,6,0,0,0,0,0,0
org::apache::lucene::store::ChecksumIndexOutput ,45,29,11,4,2,55,1,3,0,2,0,11,24,0,0,2,11,0,0,0,0,0,0
org::apache::lucene::index::ByteSliceWriter ,45,10,10,2,1,15,1,1,0,4,0,6,9,3,0,1,6,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::tasks::RepSumByPrefTask ,45,33,9,8,3,10,1,7,2,1,12,5,46,0,0,0,4,0,0,0,0,0,0
org::apache::lucene::index::FormatPostingsPositionsWriter ,45,15,11,6,2,10,1,5,0,6,0,5,11,0,0,6,0,0,0,0,0,0,0
org::apache::lucene::store::je::Block ,45,20,6,4,1,15,2,2,0,2,0,6,9,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker ,46,16,10,2,3,0,0,2,0,0,3,1,24,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::index::IndexFileNameFilter ,46,22,18,2,1,6,1,1,0,3,0,4,18,2,0,1,4,0,0,0,0,0,0
org::apache::lucene::store::db::Block ,47,20,6,4,1,15,2,2,0,2,0,6,9,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::xmlparser::builders::CachedFilterBuilder ,47,12,6,9,1,1,1,8,0,4,0,2,10,4,0,0,2,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::ReutersQueryMaker ,48,35,7,6,2,3,0,6,0,1,3,3,23,1,2,0,0,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::FieldsQuery ,48,40,11,5,2,28,0,5,0,4,1,8,30,4,0,0,7,0,0,0,0,0,0
org::apache::lucene::analysis::standard::StandardAnalyzer ,48,24,10,12,2,36,6,6,0,6,0,9,15,4,0,0,9,0,0,0,0,0,0
org::apache::lucene::benchmark::byTask::feeds::FileBasedQueryMaker ,49,24,9,8,2,0,0,8,0,0,3,1,23,0,0,0,0,0,0,0,0,0,0
org::apache::lucene::document::Field ,49,13,17,14,3,15,11,3,0,0,16,6,104,0,0,0,6,0,0,0,0,1,1
org::apache::lucene::search::highlight::SimpleHTMLEncoder ,49,17,11,3,1,3,1,2,0,0,0,3,10,0,0,0,3,0,0,0,0,0,0
org::apache::lucene::index::SegmentTermVector ,50,18,15,3,1,28,1,2,1,3,0,8,15,3,0,0,7,0,0,0,0,0,0
org::apache::lucene::queryParser::surround::query::SpanNearClauseFactory ,50,39,16,8,1,55,2,6,0,4,0,11,9,4,0,0,10,0,0,0,0,0,0
org::apache::lucene::search::RemoteSearchable ,50,25,14,7,2,45,3,4,0,1,0,10,44,1,0,0,10,0,0,0,0,0,0
org::apache::lucene::xmlparser::QueryTemplateManager ,50,36,10,14,1,21,2,12,0,4,0,7,9,0,0,4,7,0,0,0,0,0,0
org::apache::lucene::analysis::compound::hyphenation::CharVector ,50,14,13,4,1,45,3,1,0,4,0,10,27,4,0,0,10,0,0,0,0,0,0
org::apache::lucene::document::NumberTools ,51,19,10,6,1,1,1,5,0,6,0,2,9,3,0,0,2,0,0,0,0,0,0
org::apache::lucene::index::TermVectorEntry ,51,16,18,6,1,66,5,1,0,5,0,12,9,4,0,1,9,0,0,0,0,0,0
org::apache::lucene::swing::models::RestaurantInfo ,51,20,17,3,1,153,3,0,0,8,0,18,9,8,0,0,18,0,0,0,0,0,0
org::apache::lucene::store::instantiated::InstantiatedTermEnum ,51,23,12,3,2,15,1,3,0,3,0,6,15,3,0,0,6,0,0,0,0,1,1
org::apache::lucene::swing::models::TableSearcherSimulator ,51,27,2,15,1,1,0,15,0,0,0,2,9,0,0,0,2,0,0,0,0,0,0
org::apache::lucene::analysis::nl::WordlistLoader ,51,19,9,3,1,3,0,3,0,0,0,3,9,0,1,0,2,0,0,0,0,0,0
org::apache::lucene::demo::HTMLDocument ,52,25,4,7,1,6,1,6,0,1,0,4,9,0,1,1,3,0,0,0,0,0,0
org::apache::lucene::search::function::DocValues ,52,28,12,12,1,78,9,3,1,4,0,13,9,4,1,0,11,0,0,0,0,0,0
org::apache::lucene::index::DocInverter ,53,33,9,4,2,21,0,4,0,2,1,7,15,0,0,2,4,0,0,0,0,0,0
org::apache::lucene::store::NativeFSLockFactory ,53,28,14,8,2,10,2,6,0,1,1,5,13,1,1,0,3,0,0,0,0,0,0
